,station,location,state,do,ph,co,bod,na,tc,water_quality_index
1639,1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (A/C), PUNJAB",NAN,6.3,7.7,619.0,7.3,3.28,125000.0,2842.84
1640,1698,"GHAGGAR AT D/S CHHATBIR, PUNJAB",NAN,6.4,7.7,439.0,4.2,2.2,440750.0,2847.52
1641,1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",NAN,6.5,7.7,686.0,9.8,2.6,105000.0,2842.84
1642,1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",NAN,6.4,7.8,754.0,13.8,2.53,227500.0,2842.84
1643,1701,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",NAN,6.3,7.7,615.0,8.2,3.7,622500.0,2842.84
1644,1702,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",NAN,6.2,7.6,457.0,3.7,2.23,49000.0,2847.52
1645,1703,"GHAGGER AT MOONAK, PUNJAB",NAN,6.0,7.8,690.0,9.6,3.0,117500.0,2842.84
1646,1704,"GHAGGAR AT D/S SARDULGARH, PUNJAB",NAN,5.9,7.8,692.0,11.1,3.5,222500.0,1831.24
1647,1705,"GHAGGAR AT U/S SARDULGARH, PUNJAB",NAN,5.9,7.7,699.0,10.4,3.33,967500.0,1831.24
1648,1885,RIVER GHAGGAR AT D/S OF SURAJPUR,NAN,6.5,8.2,1315.0,2.2,0.05,,2852.2000000000007
1649,1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),NAN,6.6,8.2,895.0,26.3,15.5,,2842.84
1650,2047,"NNANCHOE (ATTAWA CHOE), CHANDIGARH",NAN,,7.2,,50.0,0.27,,32.84
1651,2048,"PATIALA KI RAO, CHANDIGARH",NAN,,7.4,,50.0,0.4,,32.84
1652,2049,"SUKHNA CHOE, CHANDIGARH",NAN,1.0,7.3,,49.7,0.6,,32.84
1653,1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",NAN,5.6,7.4,168.0,2.2,0.38,16.0,1863.6200000000006
1654,2050,"TLAWNG UPSTREAM AIZAWL, MIZORAM",NAN,6.7,7.9,135.0,0.4,,3.0,2878.22
1655,2051,"TLAWNG DOWNSTREAM AIZAWL, MIZORAM",NAN,6.5,7.9,195.0,0.6,,3.0,2878.04
1656,2052,"TUIRIAL UPPER CATCHMENT, MIZORAM",NAN,7.3,7.8,219.0,0.5,,,2849.94
1657,2053,"TUIRIAL LOWER CATCHMENT, MIZORAM",NAN,7.7,7.9,227.0,0.4,,15.0,2872.24
1658,1424,"IMPHAL AT MAHABALI, MANIPUR",NAN,6.2,7.0,132.0,1.6,,102.0,2866.98
1659,1457,"IMPHAL AT KOIRENGEI, MANIPUR",NAN,6.4,7.4,137.0,2.1,,58.0,2866.98
1660,1458,"IRIL AT PORAMPET, MANIPUR",NAN,6.4,7.6,200.0,1.0,,36.0,2872.42
1661,1624,"LILONG, MANIPUR",NAN,7.0,7.6,210.0,2.4,,137.0,2866.8
1662,1625,"HUMP BRIDGE, MANIPUR",NAN,3.6,7.2,249.0,4.9,,383.0,501.5400000000001
1663,1626,"HEIRANGOITHONG, MANIPUR",NAN,3.7,7.5,224.0,4.0,,394.0,501.72000000000014
1664,1627,"KIYAMGI, MANIPUR",NAN,7.1,7.3,156.0,2.0,,89.0,2866.8
1665,1628,"MINUTHONG(IMPHAL RIVER, MANIPUR",NAN,7.1,7.2,127.0,2.0,,60.0,2866.98
1666,1925,KHUGA RIVER (CHURACHANDPUR DIST.) MANIPUR,NAN,5.8,7.6,258.0,1.7,,118.0,1855.02
1667,1926,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.) MANIPUR",NAN,8.4,7.9,383.0,0.8,,180.0,2866.26
1668,1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",NAN,8.1,7.2,221.0,5.4,1.95,373.0,2864.92
1669,1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT., MEGHALAYA",NAN,6.1,3.1,738.0,5.5,2.73,45.0,2854.0
1670,1631,"MYNTDU RIVER JOWAI, MEGHALAYA",NAN,8.0,7.0,164.0,1.7,1.6,2067.0,2863.98
1671,1632,"GANOL RIVER TURA, MEGHALAYA",NAN,5.4,7.2,153.0,1.7,1.78,278.0,1858.0
1672,1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",NAN,7.0,7.0,161.0,1.7,2.43,375.0,2869.600000000001
1673,1403,"GUMTI AT U/S SOUTH TRIPURA, TRIPURA",NAN,5.2,7.4,120.0,1.4,0.05,280.0,1858.1800000000005
1674,1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",NAN,4.7,7.4,139.0,,0.11,440.0,1047.98
1675,1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",NAN,5.4,7.4,128.0,3.0,0.06,565.0,1852.5600000000006
1676,1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",NAN,6.9,7.2,233.0,1.5,,119.0,2866.620000000001
1677,1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",NAN,,7.61,168.2,,10.3,,19.34
1678,1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",NAN,7.102,7.945,307.5,1.525,0.11,50.0,2874.6800000000007
1679,1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",NAN,3.487,7.015,25950.0,9.2,0.228,1400.0,493.6800000000002
1680,1860,BALEHWAR KHADI AT N.H. NO. 8,NAN,5.35,7.935,735.0,4.7,0.835,15000.0,1835.9200000000005
1681,1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,NAN,7.05,7.995,535.0,4.7,1.195,33500.0,2847.52
1682,1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,NAN,6.5,8.14,16410.0,5.3,1.3969999999999998,2400.0,2858.76
1683,1865,RIVER DHADAR AT KOTHADA,NAN,,7.885,896.5,15.0,0.42,10.0,55.32
1684,1148,"AMBIKA AT BILIMORA, GUJARAT",NAN,5.6,8.173,3660.0,4.6,0.46,6867.0,1847.1600000000005
1685,1149,"KOLAK AT PATALIA BDG., GUJARAT",NAN,6.085,7.695,933.0,3.2,0.153,1550.0,2858.76
1686,1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",NAN,6.055,7.605,6715.0,4.3,0.222,140.0,2864.38
1687,1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",NAN,,7.215,15580.0,431.5,0.395,8.0,41.28
1688,1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",NAN,7.93,8.32,2160.0,1.46,0.277,5.0,2880.3
1689,1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,4.9,7.943,504.7,3.1,0.603,2367.0,1060.36
1690,1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",NAN,6.625,7.725,149.3,2.175,0.123,60.0,2869.78
1691,1475,ZUARI AT PANCHAWADI,NAN,5.175,6.95,464.0,1.5,0.7,255.0,1841.4600000000007
1692,1476,"MANDOVI AT TONCA, MARCELA, GOA",NAN,6.4,7.45,142.8,2.025,0.155,4073.0,2864.16
1693,1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",NAN,6.2,7.9,218.0,1.575,0.615,85.0,2869.600000000001
1694,1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",NAN,7.4,6.733,344.3,1.7,0.9,160.0,2862.6600000000008
1695,1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,7.6,6.775,213.3,1.3,0.173,3275.0,2857.58
1696,1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",NAN,7.35,7.1,214.8,1.425,0.15,285.0,2869.600000000001
1697,1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",NAN,7.675,6.875,103.3,1.025,3.367,96.0,2866.580000000001
1698,1547,"RIVER TALPONA AT CANACONA, GOA",NAN,7.125,7.55,418.3,1.725,0.45,106.0,2869.0600000000004
1699,1548,"RIVER ASSONORA AT ASSONORA, GOA",NAN,7.0,6.725,497.3,1.575,0.135,5425.0,2857.04
1700,1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",NAN,6.542999999999998,7.229,130.4,4.0139999999999985,0.307,187.0,2865.1
1701,1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",NAN,6.7,7.307,121.5,3.857,0.264,162.0,2865.1
1702,1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",NAN,7.1,7.5070000000000014,102.5,4.633,0.21,152.0,2865.1
1703,1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",NAN,6.332999999999998,7.277,542.0,5.4,7.187,207.0,2864.38
1704,1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",NAN,6.471,7.379,204.3,3.729,0.309,174.0,2864.92
1705,1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",NAN,6.371,7.061,214.0,4.5,0.34600000000000003,292.0,2864.92
1706,1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",NAN,6.7,7.44,153.3,4.4,0.65,305.0,2864.92
1707,17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",NAN,6.2,6.457000000000002,881.1,1.757,0.326,541.0,2847.44
1708,18,"PERIYAR AT KALADY, KERALA",NAN,7.286,6.586,82.9,1.071,0.233,470.0,2860.1800000000007
1709,1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",NAN,6.525,6.5,124.1,1.3130000000000002,0.227,844.0,2854.56
1710,20,"CHALIYAR AT KOOLIMADU, KERALA",NAN,6.917000000000002,6.95,185.4,0.467,0.112,433.0,2853.600000000001
1711,21,"CHALIYAR AT CHUNGAPALLY, KERALA",NAN,6.8,7.042999999999998,8489.9,0.414,0.153,473.0,2869.0600000000004
1712,42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",NAN,7.075,7.25,107.3,0.988,0.369,384.0,2869.78
1713,43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",NAN,7.013,6.7120000000000015,151.4,1.4,0.397,485.0,2863.2000000000007
1714,1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",NAN,6.787000000000001,6.65,119.3,1.6369999999999998,0.4,574.0,2854.56
1715,1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",NAN,4.1,6.775,511.4,6.7879999999999985,1.3730000000000002,3100.0,1049.2800000000002
1716,1156,"PAMBA AT CHENGANNUR, KERALA",NAN,6.9,6.8,224.0,0.733,0.438,2500.0,2860.78
1717,1341,"PAMBA AT THAKAZHY, KERALA",NAN,6.867000000000001,6.832999999999998,292.7,0.633,0.575,2400.0,2860.600000000001
1718,1565,"PAMBA DOWN, KERALA",NAN,6.4670000000000005,6.6,240.0,1.033,0.66,2733.0,2854.2000000000007
1719,1339,"MEENACHIL AT KIDANGOOR, KERALA",NAN,6.667000000000002,6.933,268.0,0.933,0.893,3300.0,2847.8
1720,1340,"MANIMALA  AT KALLOOPARA, KERALA",NAN,6.9670000000000005,6.933,268.0,0.833,0.4,2233.0,2847.8
1721,1384,"MANIMALA AT THONDRA, KERALA",NAN,6.733,6.867000000000001,324.0,0.933,0.455,2233.0,2860.24
1722,1342,"ACHENKOIL AT THUMPAMON, KERALA",NAN,6.714,6.957000000000002,143.4,0.6709999999999999,0.449,2171.0,2848.16
1723,1443,"ACHENKOIL AT CHENNITHULA, KERALA",NAN,6.733,6.733,242.7,0.9,0.743,2833.0,2857.4
1724,1442,"VAMANAPURAM, KERALA",NAN,7.233,6.867000000000001,75.7,1.1,0.853,2300.0,2860.96
1725,1563,"AMARAVILA, KERALA",NAN,6.233,6.9,104.7,0.867,1.267,2233.0,2860.96
1726,1564,"AYUR, KERALA",NAN,6.867000000000001,7.067,336.7,0.5329999999999999,0.285,455.0,2869.0600000000004
1727,1566,"THIRURANGADY, KERALA",NAN,6.433,6.667000000000002,339.3,0.6,0.292,967.0,2853.84
1728,1567,"KUTTIYADY ESTATE, KERALA",NAN,7.033,6.533,141.3,0.5329999999999999,0.135,740.0,2854.56
1729,1568,"VALAYAM, KERALA",NAN,6.632999999999999,7.067,237.0,0.633,0.45,800.0,2863.8
1730,1569,"THALIPARAMBA, KERALA",NAN,6.832999999999998,7.0,18389.0,0.7,0.345,583.0,2863.44
1731,1570,"HOSDURG, KERALA",NAN,6.332999999999998,7.167000000000002,24535.7,0.7,0.332,447.0,2869.0600000000004
1732,1571,"KAKKADAVU,  KERALA",NAN,7.033,7.033,241.0,0.267,0.232,1260.0,2863.8
1733,1572,"PADIYATHADKA, KERALA",NAN,7.0,7.132999999999999,302.0,0.7,0.168,933.0,2863.44
1734,1573,"IRUMPANAM, KERALA",NAN,3.5,6.567,1285.3,2.133,0.34700000000000003,443.0,499.06000000000006
1735,1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",NAN,6.2429999999999986,7.252999999999999,405.6,0.857,1.269,21469.0,2852.2000000000007
1736,1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",NAN,6.9,8.2,211.0,2.8,2.12,2200.0,2863.98
1737,1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",NAN,7.8,8.5,197.0,0.6,3.01,3500.0,2863.98
1738,1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",NAN,7.3,8.6,528.0,0.9,4.8,,2849.0000000000005
1739,1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",NAN,7.95,6.565,188.5,1.5,0.08,66.0,2860.0000000000005
1740,1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",NAN,5.8,6.6,107.0,1.0,0.265,58.0,1848.5800000000006
1741,1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",NAN,6.975,6.725,144.3,1.5,0.22,98.0,2863.38
1742,1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",NAN,5.35,7.19,216.3,1.325,0.263,31.0,1863.6200000000006
1743,1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",NAN,7.525,6.61,93.3,1.5,0.28300000000000003,26.0,2865.8
1744,1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",NAN,7.15,6.56,141.0,1.1,0.25,73.0,2860.1800000000007
1745,1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",NAN,4.325,7.045,547.0,2.075,0.25,109.0,1070.66
1746,1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",NAN,6.925,7.632999999999999,552.0,2.0,0.217,570.0,2863.44
1747,1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",NAN,6.825,7.125,299.3,3.667,1.525,771.0,2859.12
1748,1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NAN,6.7,7.267,92.7,1.3330000000000002,,41.0,2872.6
1749,1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,NAN,6.75,7.3,169.3,1.6669999999999998,,47.0,2872.42
1750,1885,RIVER GHAGGAR AT D/S OF SURAJPUR,NAN,5.87,7.84,895.5,4.35,,,1833.1200000000006
1751,1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",NAN,6.033,7.367000000000001,323.3,3.267,0.667,6867.0,2858.76
1752,1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",NAN,5.1,7.85,785.0,12.0,1.65,36500.0,1831.24
1753,1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,4.867,7.367000000000001,568.0,12.0,1.367,27667.0,1044.44
1754,1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",NAN,4.833,7.532999999999999,760.0,13.333,1.933,30000.0,1044.44
1755,1698,"GHAGGAR AT D/S CHHATBIR, PUNJAB",NAN,5.1,7.367000000000001,388.0,6.933,1.4,43067.0,1831.24
1756,1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",NAN,6.8,7.3,433.5,5.4,1.35,9250.0,2858.76
1757,1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",NAN,4.2,7.367000000000001,758.0,14.667,1.7,83667.0,1044.44
1758,1701,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",NAN,5.533,7.3,453.3,9.333,1.567,88333.0,1831.24
1759,1702,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",NAN,5.2,7.3,391.3,6.267,1.4,54067.0,1831.24
1760,1703,"GHAGGER AT MOONAK, PUNJAB",NAN,4.2,7.733,825.3,21.0,1.4,76667.0,1044.44
1761,1704,"GHAGGAR AT D/S SARDULGARH, PUNJAB",NAN,4.033,7.667000000000002,855.0,21.333,1.767,148667.0,32.84
1762,1705,"GHAGGAR AT U/S SARDULGARH, PUNJAB",NAN,4.133,7.632999999999999,811.3,20.333,1.6669999999999998,110333.0,1044.44
1763,1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",NAN,5.35,7.55,682.5,17.0,20.45,,1830.6800000000005
1764,1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",NAN,4.05,7.85,773.5,16.0,19.35,,32.84
1765,1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),NAN,6.25,7.9,770.0,14.0,19.4,,2842.84
1766,1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",NAN,6.65,7.875,914.5,43.0,0.8240000000000001,16900.0,2842.84
1767,1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",NAN,7.2,9.01,340.5,4.6,2.955,23.0,2854.0
1768,1884,KALA AMB D/S MARKANDA RIVER,NAN,6.27,7.89,3638.0,149.75,,,2826.0
1769,1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",NAN,6.1,7.1,,3.1,0.3,14.0,2870.0
1770,2047,NNANCHOE (ATTAWA CHOE),NAN,0.6,7.3,646.0,87.0,6.8,,28.16
1771,2048,PATIALA KI RAO,NAN,,7.9,1151.0,130.0,8.3,,18.8
1772,2049,SUKHNA CHOE,NAN,,7.1,912.0,126.0,6.7,,18.8
1773,1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",NAN,7.2,7.0,183.0,5.2,2.6,180.0,2864.92
1774,1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",NAN,4.6,3.0,350.0,6.2,2.2,49.0,1050.92
1775,1631,"MYNTDU RIVER JOWAI, MEGHALAYA",NAN,8.8,7.0,172.0,1.6,5.0,2800.0,2863.98
1776,1632,"GANOL RIVER TURA, MEGHALAYA",NAN,10.0,7.1,150.0,1.0,4.0,350.0,2869.78
1777,1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",NAN,9.0,7.3,158.0,1.8,7.2,280.0,2869.600000000001
1778,2050,TLAWNG UPSTREAM AIZAWL,NAN,7.767,7.542999999999998,,0.5,,,2849.4
