,station,location,state,do,ph,co,bod,na,tc,water_quality_index
1233,1434,NAN,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",0.6,7.1,3115.0,36.5,1.7,15425.0,32.84
1234,1436,NAN,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",3.2,7.8,5073.0,5.8,0.2,1366.0,498.3600000000001
1235,1438,NAN,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",4.2,8.2,901.0,6.7,0.4,21500.0,1044.44
1236,2072,NAN,RIVER BHOGAVO D/S OF SURENDRANAGAR.,2.9,8.3,11405.0,5.6,0.1,148.0,54.38
1237,2082,NAN,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",5.0,7.7,47156.0,3.1,0.1,114.0,1065.98
1238,1399,NAN,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",7.2,6.3,14100.0,1.6,0.41,17.0,2858.6800000000007
1239,1400,NAN,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",5.5,7.8,401.0,1.3,0.21,5.0,1868.7000000000005
1240,1475,NAN,ZUARI AT PANCHAWADI,6.2,6.9,11000.0,1.3,0.48,17.0,2871.4800000000005
1241,1476,NAN,"MANDOVI AT TONCA, MARCELA, GOA",6.5,6.8,30190.0,2.3,0.04,8.0,2871.4800000000005
1242,1543,NAN,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",8.1,7.7,7400.0,2.6,0.1,130.0,2869.0600000000004
1243,1544,NAN,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",7.8,6.4,609.0,2.3,0.08,70.0,2853.0600000000004
1244,1545,NAN,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",7.8,6.4,90.0,2.0,,17.0,2856.6
1245,1546,NAN,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",7.2,6.5,8240.0,1.6,0.25,46.0,2865.080000000001
1246,1547,NAN,"RIVER TALPONA AT CANACONA, GOA",4.2,7.6,5543.0,0.7,0.18,8.0,1076.2800000000002
1247,1548,NAN,"RIVER ASSONORA AT ASSONORA, GOA",6.5,6.4,505.0,1.6,0.13,13.0,2858.6800000000007
1248,2270,NAN,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",7.4,6.9,3844.0,2.0,0.15,10.0,2871.4800000000005
1249,2271,NAN,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",5.4,7.0,7692.0,1.7,0.92,48.0,1863.0800000000006
1250,2272,NAN,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",6.6,7.2,692.0,1.9,0.34,175.0,2869.0600000000004
1251,2273,NAN,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",5.1,7.5,,2.3,0.38,1754.0,1851.8400000000006
1252,2274,NAN,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,7.3,6.8,20640.0,2.5,0.42,162.0,2865.860000000001
1253,2275,NAN,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",7.2,6.9,5350.0,2.2,0.28,206.0,2865.860000000001
1254,2276,NAN,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",7.0,6.8,4800.0,3.0,0.32,126.0,2865.860000000001
1255,1092,NAN,"KALU AT ATALE VILLAGE, MAHARASHTRA",5.5,7.7,8092.0,7.6,0.72,800.0,1842.48
1256,1093,NAN,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",6.9,7.6,136.0,3.8,0.26,309.0,2865.1
1257,1094,NAN,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",6.9,7.7,120.0,3.9,0.37,280.0,2865.1
1258,1461,NAN,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",6.7,8.0,111.0,3.6,0.31,143.0,2865.1
1259,1462,NAN,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",6.9,7.3,229.0,3.8,0.68,257.0,2864.74
1260,2162,NAN,ULHAS RIVER ATJAMBHUL WATER WORKS.,6.8,7.5,171.0,3.8,0.34,199.0,2864.92
1261,2164,NAN,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,6.9,7.3,183.0,2.2,1.25,56.0,2869.600000000001
1262,2168,NAN,MITHI RIVER,3.3,7.6,29464.0,19.4,1.78,1536.0,493.6800000000002
1263,2198,NAN,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),5.4,7.2,925.0,11.7,0.78,512.0,1842.48
1264,2199,NAN,SAVITRI RIVER AT OVALE VILLAGE.,6.2,7.2,13848.0,2.5,4.11,127.0,2869.0600000000004
1265,1151,NAN,"PATALGANGA AT SHILPHATA, MAHARASHTRA",7.0,7.4,225.0,3.8,0.26,375.0,2864.92
1266,1152,NAN,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",6.6,8.1,102.0,3.9,0.26,345.0,2865.1
1267,17,NAN,"PERIYAR NEAR ALWAYENANELOOR, KERALA",8.1,6.3,1414.0,1.1,0.31,690.0,2847.44
1268,18,NAN,"PERIYAR AT KALADY, KERALA",6.9,6.8,41.0,0.8,0.22,1487.0,2861.140000000001
1269,20,NAN,"CHALIYAR AT KOOLIMADU, KERALA",6.9,6.9,78.0,0.5,0.23,703.0,2860.96
1270,21,NAN,"CHALIYAR AT CHUNGAPALLY, KERALA",6.7,6.9,5507.0,0.6,0.28,715.0,2860.24
1271,42,NAN,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",7.3,7.0,49.0,0.7,0.66,445.0,2869.9600000000005
1272,43,NAN,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",6.7,6.7,67.0,1.3,0.4,1025.0,2857.94
1273,1154,NAN,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",6.5,6.6,109.0,1.2,0.37,679.0,2854.56
1274,1155,NAN,"KARAMANA AT MOONNATTUMUKKU, KERALA",0.7,6.6,4235.0,12.5,1.48,59417.0,23.24
1275,1156,NAN,"PAMBA AT CHENGANNUR, KERALA",6.9,6.5,108.0,1.0,0.42,1083.0,2854.56
1276,1338,NAN,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",6.4,6.6,48.0,1.0,0.25,603.0,2854.74
1277,1339,NAN,"MEENACHIL AT KIDANGOOR, KERALA",7.2,6.7,109.0,0.8,0.44,1400.0,2857.76
1278,1340,NAN,"MANIMALA  AT KALLOOPARA, KERALA",6.8,7.1,61.0,1.5,0.5,485.0,2869.9600000000005
1279,1341,NAN,"PAMBA AT THAKAZHY, KERALA",6.1,6.7,244.0,0.9,0.33,1113.0,2857.4
1280,1342,NAN,"ACHENKOIL AT THUMPAMON, KERALA",6.8,7.0,62.0,0.6,0.93,434.0,2869.9600000000005
1281,1384,NAN,"MANIMALA AT THONDRA, KERALA",7.1,7.0,59.0,0.8,0.71,890.0,2864.34
1282,1442,NAN,"VAMANAPURAM, KERALA",7.4,6.6,64.0,0.7,0.29,1425.0,2854.74
1283,1443,NAN,"ACHENKOIL AT CHENNITHULA, KERALA",6.4,7.0,79.0,0.8,0.73,493.0,2869.78
1284,1563,NAN,"NEYYAR AMARAVILA, KERALA",7.2,6.7,73.0,0.9,0.28,2150.0,2857.94
1285,1564,NAN,"AYUR, KERALA",6.2,7.0,83.0,0.6,0.93,505.0,2864.16
1286,1565,NAN,"PAMBA DOWN, KERALA",6.1,6.7,55.0,1.4,0.55,1450.0,2857.94
1287,1566,NAN,"THIRURANGADY, KERALA",6.6,6.5,79.0,0.8,0.13,650.0,2854.56
1288,1567,NAN,"KUTTIYADY ESTATE, KERALA",6.9,6.7,198.0,0.3,0.2,180.0,2863.2000000000007
1289,1568,NAN,"MAHI VALAYAM, KERALA",7.3,6.5,44.0,0.5,0.21,400.0,2860.360000000001
1290,1569,NAN,"KUPPAM THALIPARAMBA, KERALA",6.2,6.6,15738.0,1.0,0.93,360.0,2859.4600000000005
1291,1570,NAN,"NEELASHWER HOSDURG, KERALA",5.2,7.1,18459.0,1.0,0.13,918.0,1851.8400000000006
1292,1571,NAN,"KORINGODA KAKKADAVU,  KERALA",7.4,7.0,45.0,1.1,0.11,1933.0,2864.34
1293,1572,NAN,"CHANDRIGIRI PADIYATHADKA, KERALA",7.6,6.7,52.0,1.1,0.11,963.0,2857.94
1294,1573,NAN,"CHAITRAPUZHA IRUMPANAM, KERALA",2.9,6.3,841.0,2.0,1.07,913.0,37.44000000000001
1295,2284,NAN,R NEYYAR AT ARUVIPURAM,6.6,6.7,72.0,0.7,0.32,1655.0,2857.94
1296,2285,NAN,R MAMOM AT MAMOM BRIDGE,6.4,6.7,122.0,0.7,0.34,1630.0,2857.76
1297,2286,NAN,R AYROOR AT AYROOR BRIDGE,5.4,6.6,102.0,0.9,0.26,1913.0,1842.9600000000007
1298,2287,NAN,R ITHIKKARA AT ITHIKKARA,6.2,7.0,5656.0,0.9,1.05,289.0,2869.0600000000004
1299,2288,NAN,R PALLICKAL AT NELLIMUKAL,6.9,7.1,71.0,0.5,0.26,246.0,2869.9600000000005
1300,2289,NAN,R KARUVANNURR AT KARUVANNUR BRIDGE,6.7,6.5,55.0,0.9,0.6,500.0,2860.360000000001
1301,2290,NAN,R PUZHACKAL AT PUZHACKAL BRIDGE,5.7,6.7,127.0,1.9,0.35,473.0,1851.78
1302,2291,NAN,R KEECHERI AT VADAKKANCHERY BRIDGE,6.0,6.9,77.0,1.8,0.61,500.0,2866.580000000001
1303,2292,NAN,R THIRUR AT THALAKKADATHUR BRIDGE,5.2,6.1,4968.0,1.1,0.14,820.0,1835.8400000000006
1304,2293,NAN,R KADALUNDI AT HAJIRAPPALLY,7.4,6.4,78.0,1.2,0.12,720.0,2848.16
1305,2294,NAN,R KALLAI AT KALLAI BRIDGE,3.5,7.3,20430.0,1.3,0.62,1290.0,503.04000000000013
1306,2295,NAN,R CORAPUZHA AT KANAYANKODE,6.0,7.1,13257.0,1.1,0.14,1465.0,2863.44
1307,2296,NAN,R THALLASSERY AT PATHIPPALAM,6.4,6.1,62.0,0.7,0.28,425.0,2853.9600000000005
1308,2297,NAN,R ANCHARAKANDY AT MERUVAMBA,6.6,6.3,59.0,1.0,0.16,385.0,2853.9600000000005
1309,2298,NAN,R KUPPAM AT RAYAROM,7.1,6.4,59.0,0.9,0.13,275.0,2853.9600000000005
1310,2299,NAN,R RAMAPURAM AT RAMAPURAM BRIDGE,6.4,7.1,7035.0,0.8,0.19,195.0,2869.0600000000004
1311,2300,NAN,R PERUVAMBA AT CHANDAPPURA,7.3,6.2,51.0,0.9,0.21,340.0,2853.9600000000005
1312,2301,NAN,R KAVVAI AT KUTTIYOL PALAM,6.8,6.5,80.0,0.8,0.26,100.0,2860.1800000000007
1313,2302,NAN,R NEELASWARAM AT NAMBIARKAL DAM,6.4,6.7,3131.0,2.2,0.12,1055.0,2857.04
1314,2303,NAN,R PULLUR AT PULLUR BR.,5.8,6.5,59.0,1.5,0.13,2788.0,1843.1400000000006
1315,2304,NAN,R MOGRAL AT MOGRAL BR.,5.2,7.2,19885.0,1.2,0.18,2275.0,1851.8400000000006
1316,2305,NAN,R SHRIYA AT ANGADIMOGARU,7.7,6.8,67.0,0.9,0.08,2257.0,2861.140000000001
1317,2306,NAN,R UPPALA AT  UPPALA BR.,5.7,7.2,19085.0,1.4,0.09,2785.0,1851.8400000000006
1318,2307,NAN,R MANJESWAR AT BAJRAKKARA BR.,6.7,6.3,177.0,1.2,0.2,2807.0,2847.98
1319,2319,NAN,R ANCHARAKANDY AT MERUVAMBA,6.4,6.4,4165.0,1.2,0.13,303.0,2853.0600000000004
1320,2326,NAN,R KORAYAR AT KANJIKODE,6.2,7.6,498.0,0.4,0.28,1400.0,2863.44
1321,2331,NAN,R BHARATHAPUZHA AT KUTTIPPURAM,6.8,7.5,119.0,0.4,0.18,918.0,2864.16
1322,2332,NAN,R BHARATHAPUZHA AT PATTAMBI,7.1,7.6,161.0,0.5,0.19,1675.0,2863.98
1323,2333,NAN,RIVER PERIYAR AT MUPPATHADAM,5.9,6.7,70.0,1.7,0.5,428.0,1851.9600000000007
1324,2334,NAN,RIVER PERIYAR AT PATHALAM,5.8,6.5,864.0,1.5,0.37,876.0,1842.2400000000007
1325,2335,NAN,R PERIYAR AT KALAMASSERY,4.7,6.6,69.0,1.8,0.26,1083.0,1056.34
1326,2336,NAN,R PERIYAR AT PURAPPALLIKAVU,6.5,6.6,1204.0,1.2,0.24,689.0,2853.84
1327,2337,NAN,R KADAMBAYAR AT BRAHMAPURAM,1.4,6.2,129.0,2.2,0.48,882.0,38.16
1328,2338,NAN,R KADAMBAYAR AT MANCKAKADAVU,1.5,6.3,73.0,1.5,0.12,1225.0,38.34
1329,1448,NAN,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",7.0,7.5,226.0,1.1,2.3,83.0,2869.4200000000005
1330,1455,NAN,"RUSHIKULYA AT GANJAM U/S, ORISSA",7.7,8.1,330.0,1.9,0.9,3025.0,2863.44
1331,1456,NAN,"RUSHIKULYA AT GANJAM D/S, ORISSA",7.5,7.9,20786.0,1.3,0.6,868.0,2863.44
1332,1642,NAN,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",7.2,8.2,315.0,1.7,1.7,4275.0,2863.44
1333,1643,NAN,"NAGAVALLI AT RAYAGADA D/S, ORISSA",7.6,8.1,301.0,1.5,0.5,4175.0,2863.44
1334,2422,NAN,"NAGAVALI PENTA U/S, JAYKAYPUR TOWN",7.3,8.0,225.0,1.3,0.5,2175.0,2863.98
1335,2423,NAN,"BUDHABALANGA, D/S OF BARIPADA TOWN",7.4,8.0,238.0,1.9,0.2,5975.0,2863.8
1336,2424,NAN,BUDHABALANGA AT BALASORE D/S,7.2,7.7,835.0,2.0,0.7,2750.0,2863.44
1337,2425,NAN,"RIVER KERANDI (INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",7.2,7.8,169.0,1.3,0.4,690.0,2863.98
1338,2426,NAN,Vansdhara MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),7.0,8.1,240.0,1.0,0.4,1525.0,2863.8
1339,2427,NAN,Vansdhara GUNUPUR (INTERSTATE BOUNDRY),7.4,8.1,153.0,1.7,0.5,1105.0,2863.98
1340,2442,NAN,GAUTAMINANGODAVARI RIVER,7.7,7.8,220.0,4.0,11.0,,2848.06
1341,2443,NAN,GAUTAMINANGODAVARI RIVER,7.1,7.6,406.0,3.0,15.8,,2852.2000000000007
1342,2444,NAN,CORINGA RIVER,6.8,7.4,309.0,7.0,15.3,,2842.84
1343,2445,NAN,MAHE RIVER,5.1,8.4,4120.0,3.0,108.7,,1838.9200000000005
1344,1685,NAN,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",7.6,7.9,446.0,2.6,1.4,,2852.2000000000007
1345,1159,NAN,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",7.4,6.8,337.0,1.3,0.1,208.0,2865.860000000001
1346,1160,NAN,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",7.5,6.7,180.0,1.3,0.1,176.0,2863.2000000000007
1347,1161,NAN,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",6.9,6.8,127.0,2.4,0.1,357.0,2866.580000000001
1348,1162,NAN,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",7.0,7.0,305.0,1.5,0.1,191.0,2869.0600000000004
1349,1328,NAN,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",7.2,6.7,323.0,1.6,0.1,167.0,2862.6600000000008
1350,1329,NAN,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",7.4,6.7,364.0,1.6,0.1,150.0,2862.6600000000008
1351,1330,NAN,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",7.5,7.2,473.0,2.1,0.1,338.0,2869.0600000000004
1352,1450,NAN,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",6.7,7.4,544.0,2.0,0.3,253.0,2869.0600000000004
1353,1444,NAN,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",7.0,7.2,286.0,9.5,0.9,189.0,2860.0600000000004
1354,1892,NAN,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,6.4,7.0,307.0,1.0,,507.0,2860.64
1355,1894,NAN,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,6.6,7.1,250.0,1.5,,544.0,2861.0
1356,2352,NAN,"RIVER VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",6.5,7.9,566.0,0.9,3.8,32.0,2874.6800000000007
1357,1023,NAN,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",6.0,7.3,755.0,6.0,2.1,4950.0,2858.76
1358,1024,NAN,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",4.9,7.4,892.0,14.0,4.4,75000.0,1044.44
1359,1025,NAN,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",6.4,7.1,1085.0,8.5,8.1,,2842.84
1360,1026,NAN,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",5.6,8.1,905.0,11.5,7.1,,1831.24
1361,1295,NAN,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",5.0,6.7,813.0,7.5,2.2,9000.0,1049.2800000000002
1362,1473,NAN,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",5.6,7.3,964.0,14.0,4.2,70000.0,1831.24
1363,1698,NAN,"GHAGGAR AT D/S CHHATBIR, PUNJAB",5.7,7.4,968.0,9.5,3.1,25500.0,1831.24
1364,1699,NAN,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",5.3,7.4,779.0,10.0,3.1,52500.0,1831.24
1365,1700,NAN,"D/S DHAKANSU NALLAH, PUNJAB",4.8,7.4,825.0,19.0,4.6,75000.0,1044.44
1366,1701,NAN,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",2.9,7.3,1035.0,13.0,3.9,27500.0,32.84
1367,1702,NAN,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",4.5,7.2,885.0,10.5,3.3,12000.0,1044.44
1368,1703,NAN,"GHAGGER AT MOONAK, PUNJAB",4.8,7.5,896.0,10.0,4.1,70000.0,1044.44
1369,1704,NAN,"GHAGGAR AT D/S SARDULGARH, PUNJAB",3.1,7.6,1130.0,11.5,4.1,75000.0,482.44000000000017
1370,1705,NAN,"GHAGGAR AT U/S SARDULGARH, PUNJAB",3.1,7.6,1000.0,10.0,3.7,62500.0,482.44000000000017
1371,1884,NAN,GHAGGAR AT KALA AMB D/S MARKANDA RIVER,1.9,8.4,2187.0,354.0,5.4,,18.8
1372,1885,NAN, RIVER GHAGGAR AT D/S OF SURAJPUR,7.0,7.8,350.0,2.5,,,2849.4
1373,1887,NAN,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),7.2,6.2,930.0,8.0,1.5,,2826.84
1374,1870,NAN,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",5.475,7.82,721.5,6.9,1.26,249.0,1848.1
1375,1717,NAN,"KODRA DAM, MOUNT ABU, RAJASTHAN",4.8,7.3,260.0,0.8,1.1,7.0,1076.64
1376,1424,NAN,"IMPHAL AT MAHABALI, MANIPUR",7.6,7.5,307.0,1.5,,153.0,2866.26
1377,1457,NAN,"IMPHAL AT KOIRENGEI, MANIPUR",8.4,7.4,106.0,1.4,,36.0,2872.6
1378,1458,NAN,"IRIL AT PORAMPET, MANIPUR",9.0,7.8,221.0,1.3,,77.0,2866.8
1379,1624,NAN,"IRIL LILONG, MANIPUR",8.7,7.4,318.0,1.5,,132.0,2866.26
1380,1625,NAN,"NAMBUL HUMP BRIDGE, MANIPUR",1.9,7.3,537.0,9.9,,525.0,41.28
1381,1626,NAN,"NAMBUL HEIRANGOITHONG, MANIPUR",7.7,7.3,550.0,10.4,,603.0,2851.28
1382,1627,NAN,"KIYAMGI, Imphal, MANIPUR",7.9,7.6,185.0,1.3,,115.0,2866.8
1383,1628,NAN,"MINUTHONG IMPHAL RIVER, MANIPUR",8.0,7.6,202.0,2.5,,85.0,2866.8
1384,1925,NAN,KHUGA RIVER (CHURACHANDPUR DIST.),7.4,7.6,214.0,1.8,,148.0,2866.8
1385,1926,NAN,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.)",8.3,7.7,185.0,2.0,,75.0,2866.8
1386,1427,NAN,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",9.6,7.1,225.0,4.4,3.0,460.0,2864.92
1387,1428,NAN,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",8.8,7.2,131.0,0.9,,205.0,2866.98
1388,2050,NAN,TLAWNG UPSTREAM AIZAWL,7.4,7.8,272.0,0.9,,295.0,2866.620000000001
1389,2051,NAN,TLAWNG DOWNSTREAM AIZAWL,7.5,7.8,327.0,1.2,,56.0,2866.26
1390,2052,NAN,TUIRIAL UPPER CATCHMENT,8.1,7.8,365.0,1.3,,33.0,2871.88
1391,2053,NAN,TUIRIAL LOWER CATCHMENT,7.9,7.5,350.0,1.8,,90.0,2866.26
1392,1403,NAN,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",6.6,7.7,143.0,1.3,0.0,322.0,2869.78
1393,1404,NAN,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",6.3,7.6,164.0,2.8,0.1,577.0,2863.98
1394,1726,NAN,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",5.7,7.8,170.0,3.4,0.2,608.0,1847.7000000000005
1395,1631,NAN,MYNTDU JAINTIA HILLS MEGHALAYA,6.4,7.025,187.63,3.175,2.675,2925.0,2859.3
1396,1633,NAN,"SIMSANG, WILLIAMNAGAR, MEGHALAYA",8.35,7.125,110.75,1.525,3.075,355.0,2869.78
1397,1632,NAN,"GANOL, TURA, MEGHALAYA",8.45,6.95,104.25,1.2,2.6,312.5,2853.78
1398,1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",NAN,,7.6,281.0,,2.13,,19.16
1399,1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",NAN,7.2,7.8,262.0,0.28,0.15,50.0,2875.0400000000004
1400,1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",NAN,4.9,7.4,10362.0,9.7,0.64,29.0,1066.92
1401,1860,BALEHWAR KHADI AT N.H. NO. 8,NAN,5.1,7.8,530.0,2.73,0.6,137000.0,1840.6000000000006
1402,1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,NAN,6.0,8.2,612.0,2.28,0.4,68650.0,2852.2000000000007
1403,1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,NAN,6.1,8.1,8782.0,1.9,0.43,38667.0,2852.2000000000007
1404,1865,RIVER DHADAR AT KOTHADA,NAN,1.1,7.8,1076.0,7.67,0.63,77.0,49.7
1405,1148,"AMBIKA AT BILIMORA, GUJARAT",NAN,6.8,8.0,3431.0,2.8,0.3,49061.0,2852.2000000000007
1406,1149,"KOLAK AT PATALIA BDG., GUJARAT",NAN,4.5,7.6,1161.0,7.43,0.53,259.0,1061.3
1407,1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",NAN,6.0,7.3,8838.0,5.58,0.7,31.0,2870.0
1408,1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",NAN,0.0,7.1,3080.0,46.0,4.8,9000.0,44.08
1409,1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,2.8,7.9,663.0,5.93,0.97,358000.0,37.52
1410,1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",NAN,5.6,8.0,1265.0,2.13,0.1,1693.0,1851.8400000000006
1411,2072,RIVER BHOGAVO D/S OF SURENDRANAGAR.,NAN,4.1,7.9,4491.0,16.5,0.1,116.0,1061.3
1412,2082,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",NAN,6.3,7.9,43983.0,1.83,1.22,188.0,2869.0600000000004
1413,1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",NAN,6.6,7.8,37.0,2.25,0.01,13.0,2875.580000000001
1414,1475,ZUARI AT PANCHAWADI,NAN,6.8,7.1,11.0,1.65,0.07,33.0,2875.580000000001
1415,1476,"MANDOVI AT TONCA, MARCELA, GOA",NAN,6.5,7.5,28.0,4.55,0.05,44.0,2870.9
1416,1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",NAN,7.1,8.0,49.0,1.25,0.02,7.0,2875.580000000001
1417,1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",NAN,7.6,7.3,93.0,0.95,0.03,350.0,2869.78
1418,1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,7.4,7.0,67.0,2.45,0.13,809.0,2864.34
1419,1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",NAN,7.0,7.3,89.0,1.5,0.02,42.0,2875.4
1420,2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",NAN,5.4,7.3,75.0,1.8,0.06,2400.0,1852.7400000000007
1421,1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",NAN,6.7,7.2,95.0,1.4,0.1,22.0,2875.4
1422,1547,"RIVER TALPONA AT CANACONA, GOA",NAN,6.8,6.9,58.0,1.9,0.03,53.0,2866.760000000001
1423,1548,"RIVER ASSONORA AT ASSONORA, GOA",NAN,5.6,6.8,67.0,1.9,0.06,137.0,1855.1600000000005
1424,2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",NAN,5.2,7.2,29.0,1.65,0.04,144.0,1858.3600000000006
1425,2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",NAN,6.2,7.1,146.0,2.1,0.09,2400.0,2864.16
1426,2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,NAN,3.6,7.0,29.0,2.0,0.09,170.0,509.56000000000006
1427,2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",NAN,6.8,7.2,1370.0,2.6,0.08,110.0,2869.0600000000004
1428,2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",NAN,8.1,7.1,335.0,3.2,0.21,5400.0,2858.76
1429,1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",NAN,6.3,7.6,119.0,3.67,0.37,781.0,2859.48
1430,1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",NAN,6.4,7.6,109.0,3.4,0.42,316.0,2865.1
1431,2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,NAN,5.9,7.2,119.0,4.04,0.65,223.0,1853.5
